cluster_id,code,distinct_colors,config_count,extL,extA,extB,trnL,trnA,trnB,max_dE_in_cluster,mean_dE_in_cluster,max_trn_dE_in_cluster,mean_trn_dE_in_cluster,source,source_idx,stack_desc,stack_json
139,anchor_139,9,18,38.5,-3.43,-3.8,64.07,-8.58,7.0,0.9348,0.3956,1.8637,0.5491,enthermal-plus-inboard.json,2163,SB70 Optigray 6mm / Ar90 8.05mm / Clear 6mm / Vacuum 0.25mm / SB70 Clear 6mm,"[{""type"":""glass"",""coating"":""SB70"",""substrate"":""Optigray"",""thickness"":6},{""type"":""gas"",""gasType"":""Ar90"",""thickness"":8.05},{""type"":""glass"",""coating"":null,""substrate"":""Clear"",""thickness"":6},{""type"":""vacuum"",""thickness"":0.25},{""type"":""glass"",""coating"":""SB70"",""substrate"":""Clear"",""thickness"":6}]"
140,anchor_140,9,18,39.01,-3.02,-3.83,69.11,-6.69,5.48,0.8931,0.3588,0.912,0.4868,enthermal-plus-inboard.json,1966,SB70 Optigray 6mm / Ar90 8.09mm / C180 Clear 6mm / Vacuum 0.25mm / Clear 6mm,"[{""type"":""glass"",""coating"":""SB70"",""substrate"":""Optigray"",""thickness"":6},{""type"":""gas"",""gasType"":""Ar90"",""thickness"":8.09},{""type"":""glass"",""coating"":""C180"",""substrate"":""Clear"",""thickness"":6},{""type"":""vacuum"",""thickness"":0.25},{""type"":""glass"",""coating"":null,""substrate"":""Clear"",""thickness"":6}]"
141,anchor_141,3,3,31.79,-1.28,-5.99,72.79,-6.96,-6.66,0.1222,0.0569,0.2925,0.1814,enthermal.json,93,SB60 Solarblue 6mm / Vacuum 0.25mm / Clear 5mm,"[{""type"":""glass"",""coating"":""SB60"",""substrate"":""Solarblue"",""thickness"":6},{""type"":""vacuum"",""thickness"":0.25},{""type"":""glass"",""coating"":null,""substrate"":""Clear"",""thickness"":5}]"
142,anchor_142,8,16,33.33,-1.59,-7.01,66.71,-8.23,-4.07,0.2864,0.1602,0.9529,0.6055,enthermal-plus-inboard.json,459,SB60 Solarblue 6mm / Ar90 11.59mm / SB60 Clear 4mm / Vacuum 0.25mm / Clear 4mm,"[{""type"":""glass"",""coating"":""SB60"",""substrate"":""Solarblue"",""thickness"":6},{""type"":""gas"",""gasType"":""Ar90"",""thickness"":11.59},{""type"":""glass"",""coating"":""SB60"",""substrate"":""Clear"",""thickness"":4},{""type"":""vacuum"",""thickness"":0.25},{""type"":""glass"",""coating"":null,""substrate"":""Clear"",""thickness"":4}]"
143,anchor_143,12,24,33.77,-1.54,-7.57,70.47,-7.79,-4.97,0.3206,0.2069,0.7582,0.3983,enthermal-plus-outboard.json,307,SB60 Solarblue 6mm / Vacuum 0.25mm / Clear 4mm / Ar90 11.5mm / LUMI Clear 4mm,"[{""type"":""glass"",""coating"":""SB60"",""substrate"":""Solarblue"",""thickness"":6},{""type"":""vacuum"",""thickness"":0.25},{""type"":""glass"",""coating"":null,""substrate"":""Clear"",""thickness"":4},{""type"":""gas"",""gasType"":""Ar90"",""thickness"":11.5},{""type"":""glass"",""coating"":""LUMI"",""substrate"":""Clear"",""thickness"":4}]"
144,anchor_144,16,40,33.79,-2.41,-5.92,66.35,-7.59,-4.22,0.8555,0.3845,1.5905,0.7694,enthermal-plus-outboard.json,303,SB60 Solarblue 6mm / Vacuum 0.25mm / Clear 4mm / Ar90 11.6mm / C272 Clear 4mm,"[{""type"":""glass"",""coating"":""SB60"",""substrate"":""Solarblue"",""thickness"":6},{""type"":""vacuum"",""thickness"":0.25},{""type"":""glass"",""coating"":null,""substrate"":""Clear"",""thickness"":4},{""type"":""gas"",""gasType"":""Ar90"",""thickness"":11.6},{""type"":""glass"",""coating"":""C272"",""substrate"":""Clear"",""thickness"":4}]"
145,anchor_145,12,24,33.8,-1.39,-6.71,63.47,-10.14,-3.31,0.6034,0.3173,0.6064,0.2954,enthermal-plus-inboard.json,1742,SB60 Solarblue 6mm / Ar90 9.09mm / Clear 6mm / Vacuum 0.25mm / C366 Clear 5mm,"[{""type"":""glass"",""coating"":""SB60"",""substrate"":""Solarblue"",""thickness"":6},{""type"":""gas"",""gasType"":""Ar90"",""thickness"":9.09},{""type"":""glass"",""coating"":null,""substrate"":""Clear"",""thickness"":6},{""type"":""vacuum"",""thickness"":0.25},{""type"":""glass"",""coating"":""C366"",""substrate"":""Clear"",""thickness"":5}]"
146,anchor_146,8,16,34.47,-4.35,-5.3,65.36,-8.62,-3.89,0.2586,0.1443,0.6642,0.3256,enthermal-plus-inboard.json,1740,SB60 Solarblue 6mm / Ar90 9.09mm / Clear 6mm / Vacuum 0.25mm / C270 Clear 5mm,"[{""type"":""glass"",""coating"":""SB60"",""substrate"":""Solarblue"",""thickness"":6},{""type"":""gas"",""gasType"":""Ar90"",""thickness"":9.09},{""type"":""glass"",""coating"":null,""substrate"":""Clear"",""thickness"":6},{""type"":""vacuum"",""thickness"":0.25},{""type"":""glass"",""coating"":""C270"",""substrate"":""Clear"",""thickness"":5}]"
147,anchor_147,16,40,34.78,-2.74,-7.98,63.67,-10.31,-2.2,1.0436,0.695,1.5579,0.5837,enthermal-plus-inboard.json,1923,SB60 Solarblue 6mm / Ar90 8.05mm / SB70 Clear 6mm / Vacuum 0.25mm / Clear 6mm,"[{""type"":""glass"",""coating"":""SB60"",""substrate"":""Solarblue"",""thickness"":6},{""type"":""gas"",""gasType"":""Ar90"",""thickness"":8.05},{""type"":""glass"",""coating"":""SB70"",""substrate"":""Clear"",""thickness"":6},{""type"":""vacuum"",""thickness"":0.25},{""type"":""glass"",""coating"":null,""substrate"":""Clear"",""thickness"":6}]"
148,anchor_148,24,48,35.27,-1.97,-8.79,68.78,-8.05,-4.44,1.3259,0.6289,1.7494,0.872,enthermal-plus-outboard.json,630,SB60 Solarblue 6mm / Vacuum 0.25mm / Clear 5mm / Ar90 10.07mm / C180 Clear 5mm,"[{""type"":""glass"",""coating"":""SB60"",""substrate"":""Solarblue"",""thickness"":6},{""type"":""vacuum"",""thickness"":0.25},{""type"":""glass"",""coating"":null,""substrate"":""Clear"",""thickness"":5},{""type"":""gas"",""gasType"":""Ar90"",""thickness"":10.07},{""type"":""glass"",""coating"":""C180"",""substrate"":""Clear"",""thickness"":5}]"
149,anchor_149,28,56,35.89,-3.39,-8.91,62.82,-10.13,-2.25,1.0135,0.7049,2.0504,1.3503,enthermal-plus-inboard.json,1975,SB70 Solarblue 6mm / Ar90 8.09mm / C270 Clear 6mm / Vacuum 0.25mm / Clear 6mm,"[{""type"":""glass"",""coating"":""SB70"",""substrate"":""Solarblue"",""thickness"":6},{""type"":""gas"",""gasType"":""Ar90"",""thickness"":8.09},{""type"":""glass"",""coating"":""C270"",""substrate"":""Clear"",""thickness"":6},{""type"":""vacuum"",""thickness"":0.25},{""type"":""glass"",""coating"":null,""substrate"":""Clear"",""thickness"":6}]"
150,anchor_150,4,8,36.4,-4.78,-7.75,63.23,-9.81,-2.29,0.0714,0.0504,0.4937,0.259,enthermal-plus-inboard.json,1429,SB70 Solarblue 6mm / Ar90 10.09mm / Clear 5mm / Vacuum 0.25mm / C270 Clear 5mm,"[{""type"":""glass"",""coating"":""SB70"",""substrate"":""Solarblue"",""thickness"":6},{""type"":""gas"",""gasType"":""Ar90"",""thickness"":10.09},{""type"":""glass"",""coating"":null,""substrate"":""Clear"",""thickness"":5},{""type"":""vacuum"",""thickness"":0.25},{""type"":""glass"",""coating"":""C270"",""substrate"":""Clear"",""thickness"":5}]"
151,anchor_151,11,22,36.87,-2.9,-10.1,66.23,-9.64,-2.88,0.9233,0.4447,0.8331,0.5122,enthermal-plus-inboard.json,2166,SB70 Solarblue 6mm / Ar90 8.09mm / Clear 6mm / Vacuum 0.25mm / C180 Clear 6mm,"[{""type"":""glass"",""coating"":""SB70"",""substrate"":""Solarblue"",""thickness"":6},{""type"":""gas"",""gasType"":""Ar90"",""thickness"":8.09},{""type"":""glass"",""coating"":null,""substrate"":""Clear"",""thickness"":6},{""type"":""vacuum"",""thickness"":0.25},{""type"":""glass"",""coating"":""C180"",""substrate"":""Clear"",""thickness"":6}]"
152,anchor_152,3,3,30.94,0.5,0.27,70.43,0.31,7.09,0.1009,0.064,0.7392,0.3871,enthermal.json,85,SB60 Solarbronze 6mm / Vacuum 0.25mm / Clear 6mm,"[{""type"":""glass"",""coating"":""SB60"",""substrate"":""Solarbronze"",""thickness"":6},{""type"":""vacuum"",""thickness"":0.25},{""type"":""glass"",""coating"":null,""substrate"":""Clear"",""thickness"":6}]"
153,anchor_153,28,70,32.55,0.16,1.18,64.08,-0.77,8.46,1.352,0.6781,2.861,0.9908,enthermal-plus-outboard.json,611,SB60 Solarbronze 6mm / Vacuum 0.25mm / Clear 5mm / Ar90 10.07mm / C272 Clear 5mm,"[{""type"":""glass"",""coating"":""SB60"",""substrate"":""Solarbronze"",""thickness"":6},{""type"":""vacuum"",""thickness"":0.25},{""type"":""glass"",""coating"":null,""substrate"":""Clear"",""thickness"":5},{""type"":""gas"",""gasType"":""Ar90"",""thickness"":10.07},{""type"":""glass"",""coating"":""C272"",""substrate"":""Clear"",""thickness"":5}]"
154,anchor_154,2,4,32.76,0.26,-1.07,65.8,-0.74,8.24,0.0482,0.0241,0.1547,0.0774,enthermal-plus-inboard.json,1541,SB60 Solarbronze 6mm / Ar90 8.49mm / SKN183 Clear 6mm / Vacuum 0.25mm / Clear 5mm,"[{""type"":""glass"",""coating"":""SB60"",""substrate"":""Solarbronze"",""thickness"":6},{""type"":""gas"",""gasType"":""Ar90"",""thickness"":8.49},{""type"":""glass"",""coating"":""SKN183"",""substrate"":""Clear"",""thickness"":6},{""type"":""vacuum"",""thickness"":0.25},{""type"":""glass"",""coating"":null,""substrate"":""Clear"",""thickness"":5}]"
155,anchor_155,18,36,32.84,0.97,0.83,61.93,-2.82,8.65,1.2402,0.7377,2.2991,1.1518,enthermal-plus-inboard.json,605,SB60 Solarbronze 6mm / Ar90 11.69mm / Clear 4mm / Vacuum 0.25mm / C366 Clear 4mm,"[{""type"":""glass"",""coating"":""SB60"",""substrate"":""Solarbronze"",""thickness"":6},{""type"":""gas"",""gasType"":""Ar90"",""thickness"":11.69},{""type"":""glass"",""coating"":null,""substrate"":""Clear"",""thickness"":4},{""type"":""vacuum"",""thickness"":0.25},{""type"":""glass"",""coating"":""C366"",""substrate"":""Clear"",""thickness"":4}]"
156,anchor_156,14,28,33.33,-1.31,1.85,63.51,-1.31,8.53,1.3412,0.617,2.4955,1.28,enthermal-plus-outboard.json,281,SB60 Solarbronze 6mm / Vacuum 0.25mm / Clear 4mm / Ar90 11.6mm / C270 Clear 4mm,"[{""type"":""glass"",""coating"":""SB60"",""substrate"":""Solarbronze"",""thickness"":6},{""type"":""vacuum"",""thickness"":0.25},{""type"":""glass"",""coating"":null,""substrate"":""Clear"",""thickness"":4},{""type"":""gas"",""gasType"":""Ar90"",""thickness"":11.6},{""type"":""glass"",""coating"":""C270"",""substrate"":""Clear"",""thickness"":4}]"
157,anchor_157,42,84,33.53,0.28,0.01,67.33,-1.5,8.07,1.1646,0.6994,2.1965,1.2845,enthermal-plus-inboard.json,221,SB60 Solarbronze 5mm / Ar90 12.58mm / SB60 Clear 4mm / Vacuum 0.25mm / Clear 4mm,"[{""type"":""glass"",""coating"":""SB60"",""substrate"":""Solarbronze"",""thickness"":5},{""type"":""gas"",""gasType"":""Ar90"",""thickness"":12.58},{""type"":""glass"",""coating"":""SB60"",""substrate"":""Clear"",""thickness"":4},{""type"":""vacuum"",""thickness"":0.25},{""type"":""glass"",""coating"":null,""substrate"":""Clear"",""thickness"":4}]"
158,anchor_158,15,30,33.78,0.56,-0.27,71.45,-0.34,7.81,1.1753,0.5896,2.3147,1.1481,enthermal-plus-inboard.json,979,SB60 Solarbronze 5mm / Ar90 10.48mm / LUMI Clear 5mm / Vacuum 0.25mm / Clear 5mm,"[{""type"":""glass"",""coating"":""SB60"",""substrate"":""Solarbronze"",""thickness"":5},{""type"":""gas"",""gasType"":""Ar90"",""thickness"":10.48},{""type"":""glass"",""coating"":""LUMI"",""substrate"":""Clear"",""thickness"":5},{""type"":""vacuum"",""thickness"":0.25},{""type"":""glass"",""coating"":null,""substrate"":""Clear"",""thickness"":5}]"
159,anchor_159,32,72,33.96,-0.08,-0.41,62.31,-2.57,9.72,1.0857,0.6037,2.4542,0.8445,enthermal-plus-inboard.json,487,SB70 Solarbronze 6mm / Ar90 11.59mm / SB60 Clear 4mm / Vacuum 0.25mm / Clear 4mm,"[{""type"":""glass"",""coating"":""SB70"",""substrate"":""Solarbronze"",""thickness"":6},{""type"":""gas"",""gasType"":""Ar90"",""thickness"":11.59},{""type"":""glass"",""coating"":""SB60"",""substrate"":""Clear"",""thickness"":4},{""type"":""vacuum"",""thickness"":0.25},{""type"":""glass"",""coating"":null,""substrate"":""Clear"",""thickness"":4}]"
160,anchor_160,13,26,34.03,-0.18,-0.52,59.65,-4.05,9.64,1.1001,0.6365,1.4757,0.6399,enthermal-plus-inboard.json,486,SB70 Solarbronze 6mm / Ar90 11.69mm / C366 Clear 4mm / Vacuum 0.25mm / Clear 4mm,"[{""type"":""glass"",""coating"":""SB70"",""substrate"":""Solarbronze"",""thickness"":6},{""type"":""gas"",""gasType"":""Ar90"",""thickness"":11.69},{""type"":""glass"",""coating"":""C366"",""substrate"":""Clear"",""thickness"":4},{""type"":""vacuum"",""thickness"":0.25},{""type"":""glass"",""coating"":null,""substrate"":""Clear"",""thickness"":4}]"
161,anchor_161,8,16,34.68,-1.44,0.7,61.04,-3.02,9.68,1.2929,0.6558,2.2185,1.0717,enthermal-plus-inboard.json,1768,SB70 Solarbronze 6mm / Ar90 9.09mm / Clear 6mm / Vacuum 0.25mm / C270 Clear 5mm,"[{""type"":""glass"",""coating"":""SB70"",""substrate"":""Solarbronze"",""thickness"":6},{""type"":""gas"",""gasType"":""Ar90"",""thickness"":9.09},{""type"":""glass"",""coating"":null,""substrate"":""Clear"",""thickness"":6},{""type"":""vacuum"",""thickness"":0.25},{""type"":""glass"",""coating"":""C270"",""substrate"":""Clear"",""thickness"":5}]"
162,anchor_162,15,36,35.2,-0.03,-0.52,64.2,-2.38,9.59,0.8536,0.358,1.3856,0.8212,enthermal-plus-inboard.json,2142,SB70 Solarbronze 6mm / Ar90 8.09mm / Clear 6mm / Vacuum 0.25mm / C180 Clear 6mm,"[{""type"":""glass"",""coating"":""SB70"",""substrate"":""Solarbronze"",""thickness"":6},{""type"":""gas"",""gasType"":""Ar90"",""thickness"":8.09},{""type"":""glass"",""coating"":null,""substrate"":""Clear"",""thickness"":6},{""type"":""vacuum"",""thickness"":0.25},{""type"":""glass"",""coating"":""C180"",""substrate"":""Clear"",""thickness"":6}]"
163,anchor_163,9,18,35.56,0.42,-0.45,69.74,-0.77,8.01,0.3966,0.2288,0.5128,0.2817,enthermal-plus-outboard.json,161,SB60 Solarbronze 5mm / Vacuum 0.25mm / Clear 4mm / Ar90 12.59mm / C180 Clear 4mm,"[{""type"":""glass"",""coating"":""SB60"",""substrate"":""Solarbronze"",""thickness"":5},{""type"":""vacuum"",""thickness"":0.25},{""type"":""glass"",""coating"":null,""substrate"":""Clear"",""thickness"":4},{""type"":""gas"",""gasType"":""Ar90"",""thickness"":12.59},{""type"":""glass"",""coating"":""C180"",""substrate"":""Clear"",""thickness"":4}]"
164,anchor_164,15,27,30.49,0.09,-2.72,64.13,-1.93,1.63,1.1191,0.3281,2.0922,0.9009,enthermal-plus-inboard.json,447,SB60 Solargray 6mm / Ar90 11.49mm / LUMI Clear 4mm / Vacuum 0.25mm / Clear 4mm,"[{""type"":""glass"",""coating"":""SB60"",""substrate"":""Solargray"",""thickness"":6},{""type"":""gas"",""gasType"":""Ar90"",""thickness"":11.49},{""type"":""glass"",""coating"":""LUMI"",""substrate"":""Clear"",""thickness"":4},{""type"":""vacuum"",""thickness"":0.25},{""type"":""glass"",""coating"":null,""substrate"":""Clear"",""thickness"":4}]"
165,anchor_165,12,24,30.64,0.24,-2.15,57.03,-5.32,2.66,0.6414,0.2909,0.8452,0.38,enthermal-plus-inboard.json,2097,SB60 Solargray 6mm / Ar90 8.09mm / Clear 6mm / Vacuum 0.25mm / C366 Clear 6mm,"[{""type"":""glass"",""coating"":""SB60"",""substrate"":""Solargray"",""thickness"":6},{""type"":""gas"",""gasType"":""Ar90"",""thickness"":8.09},{""type"":""glass"",""coating"":null,""substrate"":""Clear"",""thickness"":6},{""type"":""vacuum"",""thickness"":0.25},{""type"":""glass"",""coating"":""C366"",""substrate"":""Clear"",""thickness"":6}]"
166,anchor_166,25,58,30.7,-0.47,-2.35,59.18,-3.32,2.2,0.8619,0.6021,1.5659,0.7735,enthermal-plus-inboard.json,1198,SB60 Solargray 6mm / Ar90 10.09mm / C270 Clear 5mm / Vacuum 0.25mm / Clear 5mm,"[{""type"":""glass"",""coating"":""SB60"",""substrate"":""Solargray"",""thickness"":6},{""type"":""gas"",""gasType"":""Ar90"",""thickness"":10.09},{""type"":""glass"",""coating"":""C270"",""substrate"":""Clear"",""thickness"":5},{""type"":""vacuum"",""thickness"":0.25},{""type"":""glass"",""coating"":null,""substrate"":""Clear"",""thickness"":5}]"
167,anchor_167,8,16,31.04,-1.58,-1.25,58.96,-3.53,2.26,0.1876,0.0984,0.7554,0.3597,enthermal-plus-inboard.json,1726,SB60 Solargray 6mm / Ar90 9.09mm / Clear 6mm / Vacuum 0.25mm / C270 Clear 5mm,"[{""type"":""glass"",""coating"":""SB60"",""substrate"":""Solargray"",""thickness"":6},{""type"":""gas"",""gasType"":""Ar90"",""thickness"":9.09},{""type"":""glass"",""coating"":null,""substrate"":""Clear"",""thickness"":6},{""type"":""vacuum"",""thickness"":0.25},{""type"":""glass"",""coating"":""C270"",""substrate"":""Clear"",""thickness"":5}]"
168,anchor_168,32,64,31.53,0.02,-3.31,62.04,-2.91,2.0,1.3352,0.5524,1.6335,0.9367,enthermal-plus-inboard.json,2094,SB60 Solargray 6mm / Ar90 8.09mm / Clear 6mm / Vacuum 0.25mm / C180 Clear 6mm,"[{""type"":""glass"",""coating"":""SB60"",""substrate"":""Solargray"",""thickness"":6},{""type"":""gas"",""gasType"":""Ar90"",""thickness"":8.09},{""type"":""glass"",""coating"":null,""substrate"":""Clear"",""thickness"":6},{""type"":""vacuum"",""thickness"":0.25},{""type"":""glass"",""coating"":""C180"",""substrate"":""Clear"",""thickness"":6}]"
169,anchor_169,31,70,31.66,-0.38,-3.57,57.53,-5.02,3.57,0.8971,0.5057,1.5923,0.6662,enthermal-plus-inboard.json,1602,SB70 Solargray 6mm / Ar90 9.11mm / SB60 Clear 6mm / Vacuum 0.25mm / Clear 5mm,"[{""type"":""glass"",""coating"":""SB70"",""substrate"":""Solargray"",""thickness"":6},{""type"":""gas"",""gasType"":""Ar90"",""thickness"":9.11},{""type"":""glass"",""coating"":""SB60"",""substrate"":""Clear"",""thickness"":6},{""type"":""vacuum"",""thickness"":0.25},{""type"":""glass"",""coating"":null,""substrate"":""Clear"",""thickness"":5}]"
170,anchor_170,14,28,31.97,0.23,-2.98,67.5,-2.19,2.04,1.1456,0.5116,2.2551,0.9455,enthermal-plus-inboard.json,881,SB60 Solargray 5mm / Ar90 11.48mm / Clear 5mm / Vacuum 0.25mm / LUMI Clear 4mm,"[{""type"":""glass"",""coating"":""SB60"",""substrate"":""Solargray"",""thickness"":5},{""type"":""gas"",""gasType"":""Ar90"",""thickness"":11.48},{""type"":""glass"",""coating"":null,""substrate"":""Clear"",""thickness"":5},{""type"":""vacuum"",""thickness"":0.25},{""type"":""glass"",""coating"":""LUMI"",""substrate"":""Clear"",""thickness"":4}]"
171,anchor_171,11,22,32.18,0.26,-2.26,60.7,-5.13,2.96,1.1592,0.4887,2.2668,0.5689,enthermal-plus-inboard.json,878,SB60 Solargray 5mm / Ar90 11.88mm / Clear 5mm / Vacuum 0.25mm / C366 Clear 4mm,"[{""type"":""glass"",""coating"":""SB60"",""substrate"":""Solargray"",""thickness"":5},{""type"":""gas"",""gasType"":""Ar90"",""thickness"":11.88},{""type"":""glass"",""coating"":null,""substrate"":""Clear"",""thickness"":5},{""type"":""vacuum"",""thickness"":0.25},{""type"":""glass"",""coating"":""C366"",""substrate"":""Clear"",""thickness"":4}]"
172,anchor_172,4,8,32.3,-1.59,-2.67,56.76,-4.96,3.6,0.0853,0.0355,0.5767,0.2816,enthermal-plus-inboard.json,1775,SB70 Solargray 6mm / Ar90 9.09mm / Clear 6mm / Vacuum 0.25mm / C270 Clear 5mm,"[{""type"":""glass"",""coating"":""SB70"",""substrate"":""Solargray"",""thickness"":6},{""type"":""gas"",""gasType"":""Ar90"",""thickness"":9.09},{""type"":""glass"",""coating"":null,""substrate"":""Clear"",""thickness"":6},{""type"":""vacuum"",""thickness"":0.25},{""type"":""glass"",""coating"":""C270"",""substrate"":""Clear"",""thickness"":5}]"
173,anchor_173,16,32,32.57,-0.75,-3.94,55.56,-5.93,4.78,1.0002,0.5851,1.174,0.6263,enthermal-plus-inboard.json,1419,SB70 Solargray 6mm / Ar90 10.1mm / Clear 5mm / Vacuum 0.25mm / SB70 Clear 5mm,"[{""type"":""glass"",""coating"":""SB70"",""substrate"":""Solargray"",""thickness"":6},{""type"":""gas"",""gasType"":""Ar90"",""thickness"":10.1},{""type"":""glass"",""coating"":null,""substrate"":""Clear"",""thickness"":5},{""type"":""vacuum"",""thickness"":0.25},{""type"":""glass"",""coating"":""SB70"",""substrate"":""Clear"",""thickness"":5}]"
174,anchor_174,8,16,32.74,-2.05,-1.16,62.33,-3.59,2.66,1.2518,0.3617,2.4592,0.7578,enthermal-plus-outboard.json,169,SB60 Solargray 5mm / Vacuum 0.25mm / Clear 4mm / Ar90 12.59mm / C270 Clear 4mm,"[{""type"":""glass"",""coating"":""SB60"",""substrate"":""Solargray"",""thickness"":5},{""type"":""vacuum"",""thickness"":0.25},{""type"":""glass"",""coating"":null,""substrate"":""Clear"",""thickness"":4},{""type"":""gas"",""gasType"":""Ar90"",""thickness"":12.59},{""type"":""glass"",""coating"":""C270"",""substrate"":""Clear"",""thickness"":4}]"
175,anchor_175,13,34,33.37,-0.65,-1.75,65.78,-2.89,2.81,1.1811,0.8712,2.4279,1.6634,enthermal-plus-outboard.json,79,SB60 Solargray 4mm / Vacuum 0.25mm / Clear 4mm / Ar90 13.36mm / C272 Clear 4mm,"[{""type"":""glass"",""coating"":""SB60"",""substrate"":""Solargray"",""thickness"":4},{""type"":""vacuum"",""thickness"":0.25},{""type"":""glass"",""coating"":null,""substrate"":""Clear"",""thickness"":4},{""type"":""gas"",""gasType"":""Ar90"",""thickness"":13.36},{""type"":""glass"",""coating"":""C272"",""substrate"":""Clear"",""thickness"":4}]"
176,anchor_176,31,68,33.37,-0.58,-3.89,61.14,-4.82,3.98,1.0308,0.5668,2.2211,0.808,enthermal-plus-inboard.json,249,SB70 Solargray 5mm / Ar90 12.58mm / SB60 Clear 4mm / Vacuum 0.25mm / Clear 4mm,"[{""type"":""glass"",""coating"":""SB70"",""substrate"":""Solargray"",""thickness"":5},{""type"":""gas"",""gasType"":""Ar90"",""thickness"":12.58},{""type"":""glass"",""coating"":""SB60"",""substrate"":""Clear"",""thickness"":4},{""type"":""vacuum"",""thickness"":0.25},{""type"":""glass"",""coating"":null,""substrate"":""Clear"",""thickness"":4}]"
177,anchor_177,20,42,33.54,-0.47,-4.14,65.01,-3.93,3.53,1.2591,0.6633,2.2644,1.1382,enthermal-plus-inboard.json,797,SB70 Solargray 5mm / Ar90 11.48mm / LUMI Clear 5mm / Vacuum 0.25mm / Clear 4mm,"[{""type"":""glass"",""coating"":""SB70"",""substrate"":""Solargray"",""thickness"":5},{""type"":""gas"",""gasType"":""Ar90"",""thickness"":11.48},{""type"":""glass"",""coating"":""LUMI"",""substrate"":""Clear"",""thickness"":5},{""type"":""vacuum"",""thickness"":0.25},{""type"":""glass"",""coating"":null,""substrate"":""Clear"",""thickness"":4}]"
178,anchor_178,3,6,34.16,-2.09,-2.79,60.26,-4.97,3.96,0.0337,0.0199,0.1478,0.0981,enthermal-plus-inboard.json,897,SB70 Solargray 5mm / Ar90 11.88mm / Clear 5mm / Vacuum 0.25mm / C270 Clear 4mm,"[{""type"":""glass"",""coating"":""SB70"",""substrate"":""Solargray"",""thickness"":5},{""type"":""gas"",""gasType"":""Ar90"",""thickness"":11.88},{""type"":""glass"",""coating"":null,""substrate"":""Clear"",""thickness"":5},{""type"":""vacuum"",""thickness"":0.25},{""type"":""glass"",""coating"":""C270"",""substrate"":""Clear"",""thickness"":4}]"
179,anchor_179,12,24,34.46,-1.05,-4.3,58.93,-5.98,5.22,1.1891,0.7049,1.1191,0.6241,enthermal-plus-inboard.json,355,SB70 Solargray 5mm / Ar90 12.58mm / Clear 4mm / Vacuum 0.25mm / SB70 Clear 4mm,"[{""type"":""glass"",""coating"":""SB70"",""substrate"":""Solargray"",""thickness"":5},{""type"":""gas"",""gasType"":""Ar90"",""thickness"":12.58},{""type"":""glass"",""coating"":null,""substrate"":""Clear"",""thickness"":4},{""type"":""vacuum"",""thickness"":0.25},{""type"":""glass"",""coating"":""SB70"",""substrate"":""Clear"",""thickness"":4}]"
180,anchor_180,5,10,34.85,-0.24,-3.77,68.48,-2.82,2.74,1.0247,0.5265,2.0352,0.9808,enthermal-plus-outboard.json,77,SB60 Solargray 4mm / Vacuum 0.25mm / Clear 4mm / Ar90 13.36mm / C180 Clear 4mm,"[{""type"":""glass"",""coating"":""SB60"",""substrate"":""Solargray"",""thickness"":4},{""type"":""vacuum"",""thickness"":0.25},{""type"":""glass"",""coating"":null,""substrate"":""Clear"",""thickness"":4},{""type"":""gas"",""gasType"":""Ar90"",""thickness"":13.36},{""type"":""glass"",""coating"":""C180"",""substrate"":""Clear"",""thickness"":4}]"
181,anchor_181,3,3,36.42,-4.14,-1.27,82.47,-9.32,3.77,0.202,0.0873,0.2986,0.1783,enthermal.json,81,SB60 Solexia 6mm / Vacuum 0.25mm / Clear 5mm,"[{""type"":""glass"",""coating"":""SB60"",""substrate"":""Solexia"",""thickness"":6},{""type"":""vacuum"",""thickness"":0.25},{""type"":""glass"",""coating"":null,""substrate"":""Clear"",""thickness"":5}]"
182,anchor_182,8,16,38.75,-5.08,-1.42,75.75,-10.4,5.69,0.4007,0.2158,0.8804,0.5677,enthermal-plus-inboard.json,431,SB60 Solexia 6mm / Ar90 11.59mm / SB60 Clear 4mm / Vacuum 0.25mm / Clear 4mm,"[{""type"":""glass"",""coating"":""SB60"",""substrate"":""Solexia"",""thickness"":6},{""type"":""gas"",""gasType"":""Ar90"",""thickness"":11.59},{""type"":""glass"",""coating"":""SB60"",""substrate"":""Clear"",""thickness"":4},{""type"":""vacuum"",""thickness"":0.25},{""type"":""glass"",""coating"":null,""substrate"":""Clear"",""thickness"":4}]"
183,anchor_183,12,24,39.4,-4.96,-1.88,79.92,-10.03,5.2,0.42,0.2723,0.7311,0.3856,enthermal-plus-outboard.json,279,SB60 Solexia 6mm / Vacuum 0.25mm / Clear 4mm / Ar90 11.5mm / LUMI Clear 4mm,"[{""type"":""glass"",""coating"":""SB60"",""substrate"":""Solexia"",""thickness"":6},{""type"":""vacuum"",""thickness"":0.25},{""type"":""glass"",""coating"":null,""substrate"":""Clear"",""thickness"":4},{""type"":""gas"",""gasType"":""Ar90"",""thickness"":11.5},{""type"":""glass"",""coating"":""LUMI"",""substrate"":""Clear"",""thickness"":4}]"
